,LogLoss,F-measure_Class0,F-measure_Class1,F-measure,MeanRuntime,NumberOfTrees
Default CatBoost,0.0021816267152,0.999790757807,0.867921464429,0.999563883913,88.2816523552,723
Default XGBoost,0.002372,0.999771408475,0.858695652174,0.999528695366,5.55643501282,32
Default LightGBM,0.00235519661898,0.999771408475,0.858695652174,0.999528695366,3.09992156029,202
